Naam;URN;Waarde;IMBRO;IMBRO/A;Definitie
"Bodemklasse";"urn:bro:sfr:SoilClass";"poldervaaggrondRivierkleiGebrokenDek";"Ja";"Nee";"Poldervaaggrond rivierklei, gebroken dek (code "oR5p")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"poldervaaggrondZeeklei";"Ja";"Nee";"Poldervaaggrond zeeklei (code "M5p")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"poldervaagrondZeekleiGebrokenDek";"Ja";"Nee";"Poldervaaggrond zeeklei, gebroken dek (code "oM5p")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"poldervaaggrondZeekleiKnip";"Ja";"Nee";"Poldervaaggrond zeeklei, knipklei (code "kM5p")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"poldervaaggrondZeekleiKnippig";"Ja";"Nee";"Poldervaaggrond zeeklei, knippige klei (code "gM5p")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"radebrikgrond";"Ja";"Nee";"Radebrikgrond (code "3i")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"rooibrikgrond";"Ja";"Nee";"Rooibrikgrond (code "3g")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"slikvaaggrondRivierklei";"Ja";"Nee";"Slikvaaggrond rivierklei (code "R5f")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"slikvaaggrondZeeklei";"Ja";"Nee";"Slikvaaggrond zeeklei (code "M5f")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrond";"Ja";"Nee";"Tochteerdgrond (code "4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondBeekklei";"Ja";"Nee";"Tochteerdgrond beekklei (code "B4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondBeekkleiGebrokenDek";"Ja";"Nee";"Tochteerdgrond beekklei, gebroken dek (code "oB4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondOudeklei";"Ja";"Nee";"Tochteerdgrond oude klei (code "K4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondOudekleiGebrokenDek";"Ja";"Nee";"Tochteerdgrond oude klei, gebroken dek (code "oK4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondRivierklei";"Ja";"Nee";"Tochteerdgrond rivierklei (code "R4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondRivierkleiBruineKom";"Ja";"Nee";"Tochteerdgrond rivierklei bruine kom (code "bR4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondRivierkleiGebrokenDek";"Ja";"Nee";"Tochteerdgrond rivierklei gebroken dek (code "oR4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondZeeklei";"Ja";"Nee";"Tochteerdgrond zeeklei (code "M4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondZeekleiGebrokenDek";"Ja";"Nee";"Tochteerdgrond zeeklei, gebroken dek (code "oM4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondZeekleiKnip";"Ja";"Nee";"Tochteerdgrond zeeklei knipklei (code "kM4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tochteerdgrondZeekleiKnippig";"Ja";"Nee";"Tochteerdgrond zeeklei knippige klei (code "gM4n")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrond";"Ja";"Nee";"Tuineerdgrond (code "4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondBeekklei";"Ja";"Nee";"Tuineerdgrond beekklei (code "B4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondBeekkleiGebrokenDek";"Ja";"Nee";"Tuineerdgrond beekklei, gebroken dek (code "oB4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondOudeklei";"Ja";"Nee";"Tuineerdgrond oude klei (code "R4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondOudekleiGebrokenDek";"Ja";"Nee";"Tuineerdgrond oude klei, gebroken dek (code "oK4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondRivierklei";"Ja";"Nee";"Tuineerdgrond rivierklei (code "R4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondRivierkleiBruineKom";"Ja";"Nee";"Tuineerdgrond rivierklei bruine kom (code "bR4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondRivierkleiGebrokenDek";"Ja";"Nee";"Tuineerdgrond rivierklei, gebroken dek (code "oR4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondZeeklei";"Ja";"Nee";"Tuineerdgrond zeeklei (code "M4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondZeekleiGebrokenDek";"Ja";"Nee";"Tuineerdgrond zeeklei, gebroken dek (code "oM4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondZeekleiKnip";"Ja";"Nee";"Tuineerdgrond zeeklei knipklei (code "kM4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"tuineerdgrondZeekleiKnippig";"Ja";"Nee";"Tuineerdgrond zeeklei knippige klei (code "gM4w")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"veldpodzolgrond";"Ja";"Nee";"Veldpodzolgrond (code "2r")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"veldpodzolgrondZanddek";"Ja";"Nee";"Veldpodzolgrond met een zanddek (code "2p")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"veldpodzolgrondZavelKleidek";"Ja";"Nee";"Veldpodzolgrond met een zavel- of kleidek (code "2o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"vlakvaaggrond";"Ja";"Nee";"Vlakvaaggrond (code "5k")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"vlierveengrond";"Ja";"Nee";"Vlierveengrond (code "1v")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"vlietveengrond";"Ja";"Nee";"Vlietveengrond (code "1k")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"vorstvaaggrond";"Ja";"Nee";"Vorstvaaggrond (code "5v")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"waardveengrond";"Ja";"Nee";"Waardveengrond (code "1s")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"weideveengrond";"Ja";"Nee";"Weideveengrond (code "1r")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrond";"Ja";"Nee";"Woudeerdgrond (code "4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondBeekklei";"Ja";"Nee";"Woudeerdgrond beekklei (code "B4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondBeekkleiGebrokenDek";"Ja";"Nee";"Woudeerdgrond beekklei, gebroken dek (code "oB4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondOudeklei";"Ja";"Nee";"Woudeerdgrond oude klei (code "K4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondOudekleiGebrokenDek";"Ja";"Nee";"Woudeerdgrond oude klei, gebroken dek (code "oK4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondRivierklei";"Ja";"Nee";"Woudeerdgrond rivierklei (code "R4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondRivierkleiBruineKom";"Ja";"Nee";"Woudeerdgrond rivierklei bruine kom (code "bR4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondRivierkleiGebrokenDek";"Ja";"Nee";"Woudeerdgrond rivierklei, gebroken dek (code "oR4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondZeeklei";"Ja";"Nee";"Woudeerdgrond zeeklei (code "M4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondZeekleiGebrokenDek";"Ja";"Nee";"Woudeerdgrond zeeklei, gebroken dek (code "oM4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondZeekleiKnip";"Ja";"Nee";"Woudeerdgrond zeeklei, knipklei (code "kM4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"woudeerdgrondZeekleiKnippig";"Ja";"Nee";"Woudeerdgrond zeeklei, knippige klei (code "gM4o")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"zwarteBeekeerdgrond";"Ja";"Nee";"Zwarte beekeerdgrond (code "4k")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"zwarteBeekeerdgrondCultuurdek";"Ja";"Nee";"Zwarte beekeerdgrond met een cultuurdek – een 30 à 50 cm dikke bovengrond (code "c4k")."
"Bodemklasse";"urn:bro:sfr:SoilClass";"zwarteEnkeerdgrond";"Ja";"Nee";"Zwarte enkeerdgrond (code "4s")."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"dekzandFluvioperiglaciaal";"Ja";"Nee";"Afzetting van dekzand van vroeg pleistocene ouderdom, in de warmere periode tussen de ijstijden met water meegevoerd."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"dekzandLaatWeichselien";"Ja";"Nee";"Afzetting van dekzand van laat-Weichselien ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"dekzandMiddenWeichselien";"Ja";"Nee";"Afzetting van dekzand van midden-Weichselien ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"dekzandPremorenaal";"Ja";"Nee";"Afzetting van dekzand van vroeg pleistocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"duinKustLaatHoloceen";"Ja";"Nee";"Stuifzand in de vorm van duinen aan de kust, van laat-holocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"duinKustVroegHoloceen";"Ja";"Nee";"Stuifzand in de vorm van duinen aan de kust, van vroeg-holocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"duinLandHoloceen";"Ja";"Nee";"Stuifzand in de vorm van duinen aan land, van holocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"duinRivierHoloceen";"Ja";"Nee";"Stuifzand in de vorm van duinen langs/naast de rivieren, van holocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"eolischZand";"Ja";"Nee";"Eolische of fluvioperiglaciale afzetting van zand, anders dan dekzand, stuifzand en löss."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"fluviatielBeekHoloceen";"Ja";"Nee";"Afzetting van holocene ouderdom gevormd door beken of kleine rivieren."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"fluviatielMaasHoloceen";"Ja";"Nee";"Afzetting van Maas, van holocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"fluviatielMaasRijnLaatPleistoceen";"Ja";"Nee";"Afzetting van Rijn of Maas, van laat-pleistocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"fluviatielMaasRijnVroegMiddenPleistoceen";"Ja";"Nee";"Afzetting van Rijn of Maas, van vroeg- of midden-pleistocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"fluviatielOostelijkeRivieren";"Ja";"Nee";"Afzetting van het systeem van oostelijke rivieren dat het Eridanos riviersysteem wordt genoemd en in het Neogeen en Pleistoceen actief was."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"fluviatielRijnHoloceen";"Ja";"Nee";"Afzetting van Rijn, van holocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"fluviatielUiterwaardHoloceen";"Ja";"Nee";"Afzetting van Rijn of Maas, vanaf het moment van het bouwen van dijken."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"gebrokenDek";"Ja";"Nee";"Zandbijmening in klei."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"gestuwdMaasRijnPleistoceen";"Ja";"Nee";"Afzetting van Rijn of Maas, van pleistocene ouderdom, in gestuwde positie."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"gestuwdOostelijkeRivieren";"Ja";"Nee";"Afzetting van het Eridanos riviersysteem in gestuwde positie."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"gestuwdTertiair";"Ja";"Nee";"Afzetting van tertiaire ouderdom in gestuwde positie."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"glaciaalKeileem";"Ja";"Nee";"Sterk zandige tot uiterst siltige vaste veelal grijze klei met grove tot zeer grove secundaire fractie, grondmorene gevormd onder de ijskap van de voorlaatste ijstijd (Saalien). Formatie van Drente, Laagpakket van Gieten. "
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"glaciaalKeizand";"Ja";"Nee";"Keizand."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"glaciaalPotklei";"Ja";"Nee";"Zwak tot matig siltig of zandige, stevig tot (zeer) harde, veelal kalkrijke en glimmerhoudende, licht- tot donkergrijze, of donkerbruine tot zwarte, nabij het maaiveld door oxidatie soms rode klei. Formatie van Peelo, Laagpakket van Nieuwolda. Sedimenten die afgezet zijn in diepe sub-glaciale smeltwatergeulen, direct na het afsmelten van het Elsterien landijs. Hoge tot zeer hoge lutum percentages zijn kenmerkend, in enkele gevallen oplopend tot 60%. Kenmerkend voor de Formatie van Peelo is de sterke wisseling in dikte over korte afstanden. Klei soms gelamineerd in warven. Fijnkorrelige smeltwaterafzetting die volledig uit vettig klei bestaat."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"glaciaalWarvenklei";"Ja";"Nee";"Zeer regelmatig gelamineerde opeenvolging ontstaan door seizoensinvloed op afzetting in glaciaal meer, bijvoorbeeld potklei en glaciale klei in Bekken van Amsterdam (Laag van Oosterdok, Formatie van Drente). Warven tonen een afwisseling in zomerlagen (licht) en winterlagen (donker).Fijnkorrelige smeltwaterafzetting die uit laagjes potklei afgewisseld met laagjes zand bestaat."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"glaciaalZand";"Ja";"Nee";"Afzetting van zand door smeltwater in pleistoceen, meestal in de vorm van waaiers (sandrs)."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"hellingGrof";"Ja";"Nee";"Hellingafzetting van grof materiaal, meestal vermengd met fijner materiaal, van pleistocene ouderdom."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"hellingLöss";"Ja";"Nee";"Hellingafzetting van holocene ouderdom die uit in pleistoceen op de helling afgezette löss bestaat."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"lössdek";"Ja";"Nee";"Afzetting van löss op heuvels, op een groot aaneengesloten areaal."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"lössinsluiting";"Ja";"Nee";"Afzetting van löss in kleine, versnipperde, lager liggende, natte gebieden."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"marienFluviatielHoloceen";"Ja";"Nee";"Afzetting van holocene ouderdom gevormd in het overgangsbereik tussen rivier en zee."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"marienLagunairHoloceen";"Ja";"Nee";"Afzetting van holocene ouderdom gevormd in de lagunen."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"marienLaatHoloceen";"Ja";"Nee";"Afzetting van laat-holocene ouderdom gevormd in zee."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"marienVroegHoloceen";"Ja";"Nee";"Afzetting van vroeg-holocene ouderdom gevormd in zee."
"BodemkundigeAfzettingskarakteristiek";"urn:bro:sfr:PedologicalDepositionalCharacteristic";"tertiair";"Ja";"Nee";"Afzetting van tertiaire ouderdom."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"grind";"Ja";"Nee";"Grind, grindgehalte =&amp;gt; 30%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"kleiarmSilt";"Ja";"Nee";"Kleiarm silt, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 0% tot 5% en leemgehalte (lutumgehalte + siltgehalte) =&amp;gt; 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"kleiarmZand";"Ja";"Nee";"Kleiarm zand, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 0% tot 5% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"kleiigSilt";"Ja";"Nee";"Kleiig silt, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 5% tot 8% en leemgehalte (lutumgehalte + siltgehalte) =&amp;gt; 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"kleiigVeen";"Ja";"Nee";"Kleiig veen, naam gebaseerd op de veendriehoek. Organische stofgehalte vanaf 22,5% tot 35% en combinatie lutumgehalte en organische stofgehalte voldoen aan eisen (functie) van veendriehoek."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"kleiigZand";"Ja";"Nee";"Kleiig zand, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 5% tot 8% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"leemarmZand";"Ja";"Nee";"Leemarm zand, naam gebaseerd op de leemdriehoek. Lutumgehalte &amp;lt; 8% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 10%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"lichteKlei";"Ja";"Nee";"Lichte klei, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 25% tot 35%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"matigLichteZavel";"Ja";"Nee";"Matig lichte zavel, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 12% tot 17,5% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"matigZwareKlei";"Ja";"Nee";"Matig zware klei, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 35% tot 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"schelpmateriaal";"Ja";"Nee";"Schelpmateriaal, schelpmateriaalgehalte =&amp;gt; 30%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"siltigeLeem";"Ja";"Nee";"Siltige leem, naam gebaseerd op de leemdriehoek. Lutumgehalte &amp;lt; 25% en leemgehalte (lutumgehalte + siltgehalte) =&amp;gt; 85%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"sterkLemigZand";"Ja";"Nee";"Sterk lemig zand, naam gebaseerd op de leemdriehoek. Lutumgehalte &amp;lt; 8% en leemgehalte (lutumgehalte + siltgehalte) vanaf 17,5% tot 32,5%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"veen";"Ja";"Nee";"Veen, naam gebaseerd op de veendriehoek. Organische stofgehalte &amp;gt; 35% en combinatie lutumgehalte en organische stofgehalte voldoen aan eisen (functie) van veendriehoek."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"venigeKlei";"Ja";"Nee";"Venige klei, naam gebaseerd op de veendriehoek. Organische stofgehalte vanaf 15% tot 22,5% en combinatie lutumgehalte en organische stofgehalte voldoen aan eisen (functie) van veendriehoek."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"venigZand";"Ja";"Nee";"Venig zand, naam gebaseerd op de veendriehoek. Organische stofgehalte vanaf 15% tot 22,5% en combinatie lutumgehalte en organische stofgehalte voldoen aan eisen (functie) van veendriehoek."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"zandigeLeem";"Ja";"Nee";"Zandige leem, naam gebaseerd op de leemdriehoek. Lutumgehalte &amp;lt; 25% en leemgehalte (lutumgehalte + siltgehalte) vanaf 50% tot 85%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"zandigVeen";"Ja";"Nee";"Zandig veen, naam gebaseerd op de veendriehoek. Organische stofgehalte vanaf 22,5% tot 35% en combinatie lutumgehalte en organische stofgehalte voldoen aan eisen (functie) van veendriehoek."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"zeerLichteZavel";"Ja";"Nee";"Zeer lichte zavel, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 8% tot 12% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"zeerSterkLemigZand";"Ja";"Nee";"Zeer sterk lemig zand, naam gebaseerd op de leemdriehoek. Lutumgehalte &amp;lt; 8% en leemgehalte (lutumgehalte + siltgehalte) vanaf 32,5% tot 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"zeerZwareKlei";"Ja";"Nee";"Zeer zware klei, naam gebaseerd op de kleidriehoek. Lutumgehalte =&amp;gt; 50%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"zwakLemigZand";"Ja";"Nee";"Zwak lemig zand, naam gebaseerd op de leemdriehoek. Lutumgehalte &amp;lt; 8% en leemgehalte (lutumgehalte + siltgehalte) vanaf 10% tot 17,5%."
"BodemkundigeGrondsoort";"urn:bro:sfr:PedologicalSoilName";"zwareZavel";"Ja";"Nee";"Zware zavel, naam gebaseerd op de kleidriehoek. Lutumgehalte vanaf 17,5% tot 25% en leemgehalte (lutumgehalte + siltgehalte) &amp;lt; 50%."
"Bodemleven";"urn:bro:sfr:SoilLife";"geen";"Ja";"Nee";"Er zijn geen (sporen van) organismen waargenomen."
"Bodemleven";"urn:bro:sfr:SoilLife";"insecten";"Ja";"Nee";"Er zijn larven of volwassen insecten waargenomen."
"Bodemleven";"urn:bro:sfr:SoilLife";"schimmeldraden";"Ja";"Nee";"Er zijn schimmeldraden waargenomen. "
"Bodemleven";"urn:bro:sfr:SoilLife";"wormen";"Ja";"Nee";"Er zijn (sporen van) wormen waargenomen. "
"Brokje";"urn:bro:sfr:Chunk";"geen";"Ja";"Nee";"De grond bevat geen brokjes van en andere grondsoort of van gesteente. "
"Brokje";"urn:bro:sfr:Chunk";"gipsbrokjes";"Ja";"Nee";"De grond bevat brokjes gips. "
"Brokje";"urn:bro:sfr:Chunk";"kalksteenbrokjes";"Ja";"Nee";"De grond bevat brokjes kalksteen."
"Brokje";"urn:bro:sfr:Chunk";"kleibrokjes ";"Ja";"Nee";"De grond bevat brokjes klei. "
"Brokje";"urn:bro:sfr:Chunk";"kleisteenbrokjes";"Ja";"Nee";"De grond bevat brokjes kleisteen."
"Brokje";"urn:bro:sfr:Chunk";"leembrokjes";"Ja";"Nee";"De grond bevat brokjes leem."
"Brokje";"urn:bro:sfr:Chunk";"steenkoolbrokjes";"Ja";"Nee";"De grond bevat brokjes steenkool."
"Brokje";"urn:bro:sfr:Chunk";"veenbrokjes";"Ja";"Nee";"De grond bevat brokjes veen."
"Brokje";"urn:bro:sfr:Chunk";"zandsteenbrokjes";"Ja";"Nee";"De grond bevat brokjes zandsteen of verkit zand."
"Codegroep";"urn:bro:sfr:CodeGroup";"brikgrond";"Ja";"Nee";"Minerale gronden met een inspoelingslaag van lutum en ijzer beginnend binnen 80 cm diepte. De inspoelingslaag, de zgn. briklaag, ontstaat door kleiverplaatsing en komt voor in kalkloze lutumrijke afzettingen van ten minste laat-pleistocene ouderdom."
"Codegroep";"urn:bro:sfr:CodeGroup";"kleigrond";"Ja";"Nee";"Gronden die binnen 80 cm diepte voor meer dan de helft van de dikte uit gerijpte zavel of klei bestaan. Voor de indeling in deze codegroep moeten een briklaag en een moerige bovengrond of tussenlaag ontbreken. Tot deze groep behoren tevens de dikke eerdgronden in klei en de kalksteen verweringsgronden. De gronden zijn tot tenminste 40 cm diepte gerijpt. Op basis van de herkomst worden gronden verder onderverdeeld in zeeklei, rivierklei, oude klei en beekklei."
"Codegroep";"urn:bro:sfr:CodeGroup";"leemgrond";"Ja";"Nee";"Gronden die binnen 80 cm diepte voor meer dan de helft van de dikte uit eolisch materiaal bestaan met meer dan 50 % leem en/of meer dan 8 % lutum. Voor de indeling in deze codegroep moeten een briklaag en een moerige bovengrond of tussenlaag ontbreken. Leem- of lössgronden komen vooral voor in Zuid-Limburg."
"Codegroep";"urn:bro:sfr:CodeGroup";"moerigeGrond";"Ja";"Nee";"Gronden, waar binnen de eerste 40 cm een moerige laag begint, die minimaal 15 en maximaal 40 dik is. Een moerige bovengrond is minimaal 20 cm dik en ligt binnen 40 cm op een minerale ondergrond. Een moerige tussenlaag begint binnen 40 cm en is 5 á 40 cm dik en wordt afgedekt door een zand- of kleidek."
"Codegroep";"urn:bro:sfr:CodeGroup";"nietGerijpteMineraleGrond";"Ja";"Nee";"Minerale gronden die binnen 20 cm diepte hoogstens bijna gerijpt of nog slapper zijn. Deze gronden liggen overwegend in de schorren en slikken langs de kust en verspreid in lage terreindelen langs de rivieren. Het recent gesedimenteerde materiaal moet het rijpingsproces nog geheel of gedeeltelijk doorlopen. Naar de aard van het afzettingsmilieu worden ze onderverdeeld in zeeklei en rivierklei."
"Codegroep";"urn:bro:sfr:CodeGroup";"podzolgrond";"Ja";"Nee";"Gronden met een duidelijke podzol-B-horizont en een A-horizont dunner dan 50 cm. Podzolgronden hebben een veelal bruin gekleurde inspoelingslaag (B-horizont), waarin organische stof al dan niet samen met ijzer- en aluminiumverbindingen is opgehoopt. Indien tevens een 'dikke eerdlaag', moerige bovengrond of moerige tussenlaag aanwezig is behoren ze tot een andere codegroep."
"Codegroep";"urn:bro:sfr:CodeGroup";"veengrond";"Ja";"Nee";"Gronden, die tussen 0 en 80 cm diepte voor meer dan de helft van deze dikte uit 'moerig' materiaal bestaan."
